"","week","season","Team","Opponent","home_or_away","id","Team_conference","Team_division","Opponent_conference","Opponent_division","Team_points","Opponent_points","Bovada_over_under","DraftKings_over_under","William Hill (New Jersey)_over_under","ESPN Bet_over_under","Team_Last_Week_time_of_poss_total","Team_Last_Week_pass_comps","Team_Last_Week_pass_atts","Team_Last_Week_net_pass_yds","Team_Last_Week_pass_TDs","Team_Last_Week_interceptions","Team_Last_Week_rush_atts","Team_Last_Week_rush_yds","Team_Last_Week_rush_TDs","Team_Last_Week_total_yds","Team_Last_Week_fumbles_lost","Team_Last_Week_turnovers","Team_Last_Week_first_downs","Team_Last_Week_third_downs","Team_Last_Week_third_down_convs","Team_Last_Week_fourth_down_convs","Team_Last_Week_fourth_downs","Team_Last_Week_penalties","Team_Last_Week_penalty_yds","Team_szn_Average_time_of_poss_total","Team_szn_Average_pass_comps","Team_szn_Average_pass_atts","Team_szn_Average_net_pass_yds","Team_szn_Average_pass_TDs","Team_szn_Average_interceptions","Team_szn_Average_rush_atts","Team_szn_Average_rush_yds","Team_szn_Average_rush_TDs","Team_szn_Average_total_yds","Team_szn_Average_fumbles_lost","Team_szn_Average_turnovers","Team_szn_Average_first_downs","Team_szn_Average_third_downs","Team_szn_Average_third_down_convs","Team_szn_Average_fourth_down_convs","Team_szn_Average_fourth_downs","Team_szn_Average_penalties","Team_szn_Average_penalty_yds","Bovada_Bias","DraftKings_Bias","William_Hill_Bias","ESPN_Bias","Avergae_Bias","Team_Last_Week_Points","Team_Last_Week_Bias"
"692",2,2023,"Miami (OH)","Massachusetts","Away",401526833,"Mid-American","fbs","FBS Independents","fbs",41,28,"44.0","44","45",NA,1627,13,24,164,0,0,25,51,0,215,0,0,9,12,2,0,3,5,49,1627,13,24,164,0,0,25,51,0,215,0,0,9,12,2,0,3,5,49,25,25,24,NA,24.6666666666667,NA,NA
"693",3,2023,"Miami (OH)","Cincinnati","Away",401525835,"Mid-American","fbs","Big 12","fbs",31,24,"44.0",NA,"44.5",NA,1859,12,22,302,4,2,35,144,0,446,1,3,17,8,2,0,0,8,70,1743,12.5,23,233,2,1,30,97.5,0,330.5,0.5,1.5,13,10,2,0,1.5,6.5,59.5,11,NA,10.5,NA,10.75,41,24.6666666666667
"694",4,2023,"Miami (OH)","Delaware State","Home",401532408,"Mid-American","fbs","MEAC","fcs",62,20,NA,NA,NA,NA,1422,12,20,237,3,1,29,121,1,358,1,2,16,10,4,1,1,7,42,1636,12.3333333333333,22,234.333333333333,2.33333333333333,1,29.6666666666667,105.333333333333,0.333333333333333,339.666666666667,0.666666666666667,1.66666666666667,14,10,2.66666666666667,0.333333333333333,1.33333333333333,6.66666666666667,53.6666666666667,NA,NA,NA,NA,NA,31,10.75
"695",5,2023,"Miami (OH)","Kent State","Away",401532413,"Mid-American","fbs","Mid-American","fbs",23,3,"49.5","48.5","51.5",NA,1540,15,22,180,2,0,43,466,6,646,0,0,28,10,8,0,1,4,45,1612,13,22,220.75,2.25,0.75,33,195.5,1.75,416.25,0.5,1.25,17.5,10,4,0.25,1.25,6,51.5,-23.5,-22.5,-25.5,NA,-23.8333333333333,62,NA
"696",6,2023,"Miami (OH)","Bowling Green","Home",401532416,"Mid-American","fbs","Mid-American","fbs",27,0,"43.0","44.5","43",NA,1816,11,23,216,1,0,34,76,1,292,0,0,16,12,3,0,0,3,20,1652.8,12.6,22.2,219.8,2,0.6,33.2,171.6,1.6,391.4,0.4,1,17.2,10.4,3.8,0.2,1,5.4,45.2,-16,-17.5,-16,NA,-16.5,23,-23.8333333333333
"697",7,2023,"Miami (OH)","Western Michigan","Away",401532423,"Mid-American","fbs","Mid-American","fbs",34,21,"44.5","45","46",NA,2369,15,18,170,2,0,47,186,1,356,1,1,20,14,9,1,1,7,45,1772.16666666667,13,21.5,211.5,2,0.5,35.5,174,1.5,385.5,0.5,1,17.6666666666667,11,4.66666666666667,0.333333333333333,1,5.66666666666667,45.1666666666667,10.5,10,9,NA,9.83333333333333,27,-16.5
"698",8,2023,"Miami (OH)","Toledo","Home",401532427,"Mid-American","fbs","Mid-American","fbs",17,21,"46.5","46.5","46.5",NA,1897,20,35,223,2,1,31,92,2,315,1,2,17,14,7,0,1,5,30,1790,14,23.4285714285714,213.142857142857,2,0.571428571428571,34.8571428571429,162.285714285714,1.57142857142857,375.428571428571,0.571428571428571,1.14285714285714,17.5714285714286,11.4285714285714,5,0.285714285714286,1,5.57142857142857,43,-8.5,-8.5,-8.5,NA,-8.5,34,9.83333333333333
"699",9,2023,"Miami (OH)","Ohio","Away",401532432,"Mid-American","fbs","Mid-American","fbs",30,16,"39.0","39.5","39",NA,1592,17,36,202,0,1,28,97,2,299,1,2,17,15,7,1,1,4,38,1765.25,14.375,25,211.75,1.75,0.625,34,154.125,1.625,365.875,0.625,1.25,17.5,11.875,5.25,0.375,1,5.375,42.375,7,6.5,7,NA,6.83333333333333,17,-8.5
"700",11,2023,"Miami (OH)","Akron","Home",401532441,"Mid-American","fbs","Mid-American","fbs",19,0,"37.5","42",NA,"37.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1784.55555555556,13.5555555555556,23.4444444444444,199.666666666667,1.66666666666667,0.555555555555556,35.3333333333333,157.888888888889,1.66666666666667,357.555555555556,0.555555555555556,1.11111111111111,17.1111111111111,11.8888888888889,5,0.333333333333333,1,5.55555555555556,45.3333333333333,-18.5,-23,NA,-18.5,-20,30,6.83333333333333
"701",12,2023,"Miami (OH)","Buffalo","Home",401532447,"Mid-American","fbs","Mid-American","fbs",23,10,"37.0","41.5",NA,"36.5",1939,8,17,50,0,0,40,186,2,236,1,1,11,14,4,0,1,2,10,1800,13,22.8,184.7,1.5,0.5,35.8,160.7,1.7,345.4,0.6,1.1,16.5,12.1,4.9,0.3,1,5.2,41.8,-4,-8.5,NA,-3.5,-5.33333333333333,19,-20
"702",13,2023,"Miami (OH)","Ball State","Away",401532454,"Mid-American","fbs","Mid-American","fbs",17,15,"34.0",NA,NA,"34.5",1792,9,16,146,0,0,36,180,2,326,0,0,13,12,3,1,1,2,15,1799.27272727273,12.6363636363636,22.1818181818182,181.181818181818,1.36363636363636,0.454545454545455,35.8181818181818,162.454545454545,1.72727272727273,343.636363636364,0.545454545454545,1,16.1818181818182,12.0909090909091,4.72727272727273,0.363636363636364,1,4.90909090909091,39.3636363636364,-2,NA,NA,-2.5,-2.25,23,-5.33333333333333
"703",14,2023,"Miami (OH)","Toledo","Away",401539481,"Mid-American","fbs","Mid-American","fbs",23,14,"43.0","46",NA,"43.5",1354,14,24,170,1,2,24,46,1,216,0,2,11,9,1,0,1,2,20,1762.16666666667,12.75,22.3333333333333,180.25,1.33333333333333,0.583333333333333,34.8333333333333,152.75,1.66666666666667,333,0.5,1.08333333333333,15.75,11.8333333333333,4.41666666666667,0.333333333333333,1,4.66666666666667,37.75,-6,-9,NA,-6.5,-7.16666666666667,17,-2.25
"704",2,2023,"Michigan","UNLV","Home",401520202,"Big Ten","fbs","Mountain West","fbs",35,7,"57.5","57.5","57.5",NA,2006,26,31,280,3,0,31,122,1,402,0,0,26,10,6,0,1,5,35,2006,26,31,280,3,0,31,122,1,402,0,0,26,10,6,0,1,5,35,-15.5,-15.5,-15.5,NA,-15.5,NA,NA
"705",3,2023,"Michigan","Bowling Green","Home",401520232,"Big Ten","fbs","Mid-American","fbs",31,6,"53.5",NA,"53.5",NA,1866,23,28,313,2,1,33,179,3,492,0,1,23,12,7,0,1,4,30,1936,24.5,29.5,296.5,2.5,0.5,32,150.5,2,447,0,0.5,24.5,11,6.5,0,1,4.5,32.5,-16.5,NA,-16.5,NA,-16.5,35,-15.5
"706",4,2023,"Michigan","Rutgers","Home",401520260,"Big Ten","fbs","Big Ten","fbs",31,7,"43.0","44",NA,NA,1416,8,13,143,2,3,31,169,2,312,1,4,15,5,1,0,0,1,10,1762.66666666667,19,24,245.333333333333,2.33333333333333,1.33333333333333,31.6666666666667,156.666666666667,2,402,0.333333333333333,1.66666666666667,21.3333333333333,9,4.66666666666667,0,0.666666666666667,3.33333333333333,25,-5,-6,NA,NA,-5.5,31,-16.5
"707",5,2023,"Michigan","Nebraska","Away",401520286,"Big Ten","fbs","Big Ten","fbs",45,7,"40.0","39","39.5",NA,2168,15,21,214,1,0,40,201,2,415,0,0,20,13,8,2,2,3,18,1864,18,23.25,237.5,2,1,33.75,167.75,2,405.25,0.25,1.25,21,10,5.5,0.5,1,3.25,23.25,12,13,12.5,NA,12.5,31,-5.5
"708",6,2023,"Michigan","Minnesota","Away",401520303,"Big Ten","fbs","Big Ten","fbs",52,10,"46.0","46","46",NA,2281,16,23,187,3,0,51,249,3,436,0,0,26,13,8,2,3,0,0,1947.4,17.6,23.2,227.4,2.2,0.8,37.2,184,2.2,411.4,0.2,1,22,10.6,6,0.8,1.4,2.6,18.6,16,16,16,NA,16,45,12.5
"709",7,2023,"Michigan","Indiana","Home",401520321,"Big Ten","fbs","Big Ten","fbs",52,7,"45.5","45.5","45.5",NA,1728,16,23,241,1,0,33,191,4,432,0,0,18,10,5,1,1,1,10,1910.83333333333,17.3333333333333,23.1666666666667,229.666666666667,2,0.666666666666667,36.5,185.166666666667,2.5,414.833333333333,0.166666666666667,0.833333333333333,21.3333333333333,10.5,5.83333333333333,0.833333333333333,1.33333333333333,2.33333333333333,17.1666666666667,13.5,13.5,13.5,NA,13.5,52,16
"710",8,2023,"Michigan","Michigan State","Away",401520340,"Big Ten","fbs","Big Ten","fbs",49,0,"47.0","46","46.5",NA,1967,19,22,244,4,0,42,163,3,407,0,0,23,11,6,2,2,2,20,1918.85714285714,17.5714285714286,23,231.714285714286,2.28571428571429,0.571428571428571,37.2857142857143,182,2.57142857142857,413.714285714286,0.142857142857143,0.714285714285714,21.5714285714286,10.5714285714286,5.85714285714286,1,1.42857142857143,2.28571428571429,17.5714285714286,2,3,2.5,NA,2.5,52,13.5
"711",10,2023,"Michigan","Purdue","Home",401520368,"Big Ten","fbs","Big Ten","fbs",41,13,"54.0","52.5",NA,"54.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1937.875,18.875,24.5,247.375,2.5,0.5,36.875,174.25,2.5,421.625,0.125,0.625,22.375,10.625,6,0.875,1.25,2.875,24.75,0,1.5,NA,-0.5,0.333333333333333,49,2.5
"712",11,2023,"Michigan","Penn State","Away",401520394,"Big Ten","fbs","Big Ten","fbs",24,15,"44.5",NA,NA,"44.5",2034,24,37,335,0,0,34,110,5,445,1,1,22,14,7,0,1,1,10,1948.55555555556,19.4444444444444,25.8888888888889,257.111111111111,2.22222222222222,0.444444444444444,36.5555555555556,167.111111111111,2.77777777777778,424.222222222222,0.222222222222222,0.666666666666667,22.3333333333333,11,6.11111111111111,0.777777777777778,1.22222222222222,2.66666666666667,23.1111111111111,-5.5,NA,NA,-5.5,-5.5,41,0.333333333333333
"713",12,2023,"Michigan","Maryland","Away",401520410,"Big Ten","fbs","Big Ten","fbs",31,24,"51.0","50",NA,"50.5",1992,7,8,60,0,0,46,227,3,287,0,0,15,13,6,1,1,6,50,1952.9,18.2,24.1,237.4,2,0.4,37.5,173.1,2.8,410.5,0.2,0.6,21.6,11.2,6.1,0.8,1.2,3,25.8,4,5,NA,4.5,4.5,24,-5.5
"714",13,2023,"Michigan","Ohio State","Home",401520434,"Big Ten","fbs","Big Ten","fbs",30,24,"47.0","47",NA,"46.5",1856,12,23,141,0,1,45,150,3,291,0,1,20,13,4,3,3,2,25,1944.09090909091,17.6363636363636,24,228.636363636364,1.81818181818182,0.454545454545455,38.1818181818182,171,2.81818181818182,399.636363636364,0.181818181818182,0.636363636363636,21.4545454545455,11.3636363636364,5.90909090909091,1,1.36363636363636,2.90909090909091,25.7272727272727,7,7,NA,7.5,7.16666666666667,31,4.5
"715",14,2023,"Michigan","Iowa","Away",401539480,"Big Ten","fbs","Big Ten","fbs",26,0,"36.0","35",NA,"35.5",2008,17,21,182,1,0,39,156,2,338,0,0,18,12,3,3,3,3,34,1949.41666666667,17.5833333333333,23.75,224.75,1.75,0.416666666666667,38.25,169.75,2.75,394.5,0.166666666666667,0.583333333333333,21.1666666666667,11.4166666666667,5.66666666666667,1.16666666666667,1.5,2.91666666666667,26.4166666666667,-10,-9,NA,-9.5,-9.5,30,7.16666666666667
"716",2,2023,"Michigan State","Richmond","Home",401520203,"Big Ten","fbs","CAA","fcs",45,14,NA,"43.5","43.5",NA,1534,18,33,279,2,0,31,127,2,406,0,0,20,13,5,0,2,8,66,1534,18,33,279,2,0,31,127,2,406,0,0,20,13,5,0,2,8,66,NA,15.5,15.5,NA,15.5,NA,NA
"717",3,2023,"Michigan State","Washington","Home",401520233,"Big Ten","fbs","Pac-12","fbs",7,41,"57.5",NA,"57",NA,1811,19,23,303,3,0,38,162,3,465,2,2,21,9,5,0,0,5,45,1672.5,18.5,28,291,2.5,0,34.5,144.5,2.5,435.5,1,1,20.5,11,5,0,1,6.5,55.5,-9.5,NA,-9,NA,-9.25,45,15.5
"718",4,2023,"Michigan State","Maryland","Home",401520261,"Big Ten","fbs","Big Ten","fbs",9,31,"52.5","52.5","52.5",NA,1468,14,35,208,0,1,27,53,1,261,0,1,15,16,6,0,1,11,83,1604.33333333333,17,30.3333333333333,263.333333333333,1.66666666666667,0.333333333333333,32,114,2,377.333333333333,0.666666666666667,1,18.6666666666667,12.6666666666667,5.33333333333333,0,1,8,64.6666666666667,-12.5,-12.5,-12.5,NA,-12.5,7,-9.25
"719",5,2023,"Michigan State","Iowa","Away",401520281,"Big Ten","fbs","Big Ten","fbs",16,26,"36.5","36.5","36.5",NA,1884,26,44,274,1,3,31,102,0,376,2,5,25,13,5,3,4,6,70,1674.25,19.25,33.75,266,1.5,1,31.75,111,1.5,377,1,2,20.25,12.75,5.25,0.75,1.75,7.5,66,5.5,5.5,5.5,NA,5.5,9,-12.5
"720",7,2023,"Michigan State","Rutgers","Away",401520324,"Big Ten","fbs","Big Ten","fbs",24,27,"40.0","39.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1745,20.4,35.8,251.4,1.2,1.4,31.8,120,1.2,371.4,1,2.4,20.2,13.2,4.8,0.8,1.8,8,71.6,11,11.5,NA,NA,11.25,16,5.5
"721",8,2023,"Michigan State","Michigan","Home",401520340,"Big Ten","fbs","Big Ten","fbs",0,49,"47.0","46","46.5",NA,1794,18,29,133,2,0,41,112,1,245,3,3,23,12,4,2,3,5,38,1753.16666666667,20,34.6666666666667,231.666666666667,1.33333333333333,1.16666666666667,33.3333333333333,118.666666666667,1.16666666666667,350.333333333333,1.33333333333333,2.5,20.6666666666667,13,4.66666666666667,1,2,7.5,66,2,3,2.5,NA,2.5,24,11.25
"722",9,2023,"Michigan State","Minnesota","Away",401520354,"Big Ten","fbs","Big Ten","fbs",12,27,"41.0","40","41.5",NA,1529,16,29,133,0,2,29,49,0,182,0,2,10,16,6,0,3,11,102,1721.14285714286,19.4285714285714,33.8571428571429,217.571428571429,1.14285714285714,1.28571428571429,32.7142857142857,108.714285714286,1,326.285714285714,1.14285714285714,2.42857142857143,19.1428571428571,13.4285714285714,4.85714285714286,0.857142857142857,2.14285714285714,8,71.1428571428571,-2,-1,-2.5,NA,-1.83333333333333,0,2.5
"723",10,2023,"Michigan State","Nebraska","Home",401520369,"Big Ten","fbs","Big Ten","fbs",20,17,"34.5","34.5",NA,"34.5",1425,20,34,190,1,1,21,109,0,299,1,2,15,13,4,0,0,4,44,1684.125,19.5,33.875,214.125,1.125,1.25,31.25,108.75,0.875,322.875,1.125,2.375,18.625,13.375,4.75,0.75,1.875,7.5,67.75,2.5,2.5,NA,2.5,2.5,12,-1.83333333333333
"724",11,2023,"Michigan State","Ohio State","Away",401520393,"Big Ten","fbs","Big Ten","fbs",3,38,"48.0",NA,NA,"48.5",1709,15,24,232,2,0,31,63,0,295,0,0,11,14,3,1,1,7,70,1686.88888888889,19,32.7777777777778,216.111111111111,1.22222222222222,1.11111111111111,31.2222222222222,103.666666666667,0.777777777777778,319.777777777778,1,2.11111111111111,17.7777777777778,13.4444444444444,4.55555555555556,0.777777777777778,1.77777777777778,7.44444444444444,68,-7,NA,NA,-7.5,-7.25,20,2.5
"725",12,2023,"Michigan State","Indiana","Away",401520405,"Big Ten","fbs","Big Ten","fbs",24,21,"46.5","47",NA,"47.5",1728,13,25,88,0,0,29,94,0,182,0,0,11,14,2,2,2,5,36,1691,18.4,32,203.3,1.1,1,31,102.7,0.7,306,0.9,1.9,17.1,13.5,4.3,0.9,1.8,7.2,64.8,-1.5,-2,NA,-2.5,-2,3,-7.25
"726",13,2023,"Michigan State","Penn State","Home",401520435,"Big Ten","fbs","Big Ten","fbs",0,42,"43.0","42",NA,NA,1864,26,41,245,3,2,34,72,0,317,0,2,22,13,4,1,2,3,30,1706.72727272727,19.0909090909091,32.8181818181818,207.090909090909,1.27272727272727,1.09090909090909,31.2727272727273,99.9090909090909,0.636363636363636,307,0.818181818181818,1.90909090909091,17.5454545454545,13.4545454545455,4.27272727272727,0.909090909090909,1.81818181818182,6.81818181818182,61.6363636363636,-1,0,NA,NA,-0.5,24,-2
"727",2,2023,"Middle Tennessee","Missouri","Away",401520206,"Conference USA","fbs","SEC","fbs",19,23,"47.0","47.5","47.5",NA,1857,24,35,133,1,1,26,78,0,211,1,2,13,16,6,0,0,9,84,1857,24,35,133,1,1,26,78,0,211,1,2,13,16,6,0,0,9,84,-5,-5.5,-5.5,NA,-5.33333333333333,NA,NA
"728",3,2023,"Middle Tennessee","Murray State","Home",401520234,"Conference USA","fbs","MVFC","fcs",35,14,NA,NA,"51",NA,1680,22,36,214,2,0,29,71,0,285,0,0,16,18,9,2,3,6,42,1768.5,23,35.5,173.5,1.5,0.5,27.5,74.5,0,248,0.5,1,14.5,17,7.5,1,1.5,7.5,63,NA,NA,-2,NA,-2,19,-5.33333333333333
"729",4,2023,"Middle Tennessee","Colorado State","Home",401520262,"Conference USA","fbs","Mountain West","fbs",23,31,"50.0","51.5","50",NA,1454,28,34,291,2,1,26,217,3,508,0,1,20,12,5,0,1,12,110,1663.66666666667,24.6666666666667,35,212.666666666667,1.66666666666667,0.666666666666667,27,122,1,334.666666666667,0.333333333333333,1,16.3333333333333,15.3333333333333,6.66666666666667,0.666666666666667,1.33333333333333,9,78.6666666666667,4,2.5,4,NA,3.5,35,-2
"730",5,2023,"Middle Tennessee","Western Kentucky","Away",401520277,"Conference USA","fbs","Conference USA","fbs",10,31,"60.0","60","61",NA,2037,30,41,279,2,0,43,151,1,430,2,2,26,17,7,2,4,6,65,1757,26,36.5,229.25,1.75,0.5,31,129.25,1,358.5,0.75,1.25,18.75,15.75,6.75,1,2,8.25,75.25,-19,-19,-20,NA,-19.3333333333333,23,3.5
"731",6,2023,"Middle Tennessee","Jacksonville State","Home",401520294,"Conference USA","fbs","Conference USA","fbs",30,45,"52.0","52","52",NA,1687,27,45,252,0,2,28,121,1,373,1,3,20,16,5,2,4,7,40,1743,26.2,38.2,233.8,1.4,0.8,30.4,127.6,1,361.4,0.8,1.6,19,15.8,6.4,1.2,2.4,8,68.2,23,23,23,NA,23,10,-19.3333333333333
"732",7,2023,"Middle Tennessee","Louisiana Tech","Home",401520313,"Conference USA","fbs","Conference USA","fbs",31,23,"54.0","54.5","53.5",NA,2083,28,44,454,2,2,39,109,2,563,2,4,22,20,7,1,2,6,55,1799.66666666667,26.5,39.1666666666667,270.5,1.5,1,31.8333333333333,124.5,1.16666666666667,395,1,2,19.5,16.5,6.5,1.16666666666667,2.33333333333333,7.66666666666667,66,0,-0.5,0.5,NA,0,30,23
"733",8,2023,"Middle Tennessee","Liberty","Away",401520330,"Conference USA","fbs","Conference USA","fbs",35,42,"56.5","54.5","56.5",NA,1739,23,29,248,2,0,37,105,2,353,0,0,19,16,10,0,0,7,63,1791,26,37.7142857142857,267.285714285714,1.57142857142857,0.857142857142857,32.5714285714286,121.714285714286,1.28571428571429,389,0.857142857142857,1.71428571428571,19.4285714285714,16.4285714285714,7,1,2,7.57142857142857,65.5714285714286,20.5,22.5,20.5,NA,21.1666666666667,31,0
"734",10,2023,"Middle Tennessee","New Mexico State","Away",401520372,"Conference USA","fbs","Conference USA","fbs",7,13,"55.5","56.5",NA,"55.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1737.125,25.75,37.625,275.375,1.875,1,31.75,118.5,1.25,393.875,0.875,1.875,19.875,15.625,6.625,0.875,2,7.25,62.375,-35.5,-36.5,NA,-35.5,-35.8333333333333,35,21.1666666666667
"735",11,2023,"Middle Tennessee","Florida International","Home",401520390,"Conference USA","fbs","Conference USA","fbs",40,6,"51.5",NA,NA,"50.5",1453,20,36,178,1,1,31,168,0,346,0,1,17,16,5,1,2,7,42,1705.55555555556,25.1111111111111,37.4444444444444,264.555555555556,1.77777777777778,1,31.6666666666667,124,1.11111111111111,388.555555555556,0.777777777777778,1.77777777777778,19.5555555555556,15.6666666666667,6.44444444444444,0.888888888888889,2,7.22222222222222,60.1111111111111,-5.5,NA,NA,-4.5,-5,7,-35.8333333333333
"736",12,2023,"Middle Tennessee","UTEP","Home",401520411,"Conference USA","fbs","Conference USA","fbs",34,30,"48.5","48.5",NA,"48.5",1769,20,27,288,4,0,36,139,0,427,0,0,19,14,6,1,2,4,30,1711.9,24.6,36.4,266.9,2,0.9,32.1,125.5,1,392.4,0.7,1.6,19.5,15.5,6.4,0.9,2,6.9,57.1,15.5,15.5,NA,15.5,15.5,40,-5
"737",13,2023,"Middle Tennessee","Sam Houston","Away",401520440,"Conference USA","fbs","Conference USA","fbs",20,23,"50.5",NA,NA,"49.5",1692,18,35,242,3,1,35,185,1,427,1,2,19,15,5,1,2,5,41,1710.09090909091,24,36.2727272727273,264.636363636364,2.09090909090909,0.909090909090909,32.3636363636364,130.909090909091,1,395.545454545455,0.727272727272727,1.63636363636364,19.4545454545455,15.4545454545455,6.27272727272727,0.909090909090909,2,6.72727272727273,55.6363636363636,-7.5,NA,NA,-6.5,-7,34,15.5
"738",2,2023,"Minnesota","Eastern Michigan","Home",401520204,"Big Ten","fbs","Mid-American","fbs",25,6,"48.0","48","48",NA,1842,24,44,196,1,1,25,55,0,251,0,1,20,17,8,2,2,3,25,1842,24,44,196,1,1,25,55,0,251,0,1,20,17,8,2,2,3,25,-17,-17,-17,NA,-17,NA,NA
"739",3,2023,"Minnesota","North Carolina","Away",401520239,"Big Ten","fbs","ACC","fbs",13,31,"52.0",NA,"51",NA,2374,10,15,117,0,1,56,296,2,413,1,2,28,13,8,0,1,2,17,2108,17,29.5,156.5,0.5,1,40.5,175.5,1,332,0.5,1.5,24,15,8,1,1.5,2.5,21,-8,NA,-7,NA,-7.5,25,-17
"740",4,2023,"Minnesota","Northwestern","Away",401520264,"Big Ten","fbs","Big Ten","fbs",34,37,"39.5","39.5","39.5",NA,1610,11,30,133,0,2,31,170,1,303,0,2,19,12,3,1,1,3,25,1942,15,29.6666666666667,148.666666666667,0.333333333333333,1.33333333333333,37.3333333333333,173.666666666667,1,322.333333333333,0.333333333333333,1.66666666666667,22.3333333333333,14,6.33333333333333,1,1.33333333333333,2.66666666666667,22.3333333333333,31.5,31.5,31.5,NA,31.5,13,-7.5
"741",5,2023,"Minnesota","Louisiana","Home",401520284,"Big Ten","fbs","Sun Belt","fbs",35,24,"47.5","48.5","49",NA,1810,14,19,153,2,0,42,244,2,397,0,0,15,13,3,1,1,5,59,1909,14.75,27,149.75,0.75,1,38.5,191.25,1.25,341,0.25,1.25,20.5,13.75,5.5,1,1.25,3.25,31.5,11.5,10.5,10,NA,10.6666666666667,34,31.5
"742",6,2023,"Minnesota","Michigan","Home",401520303,"Big Ten","fbs","Big Ten","fbs",10,52,"46.0","46","46",NA,2135,12,14,146,2,1,51,201,3,347,0,1,26,13,7,3,3,1,15,1954.2,14.2,24.4,149,1,1,41,193.2,1.6,342.2,0.2,1.2,21.6,13.6,5.8,1.4,1.6,2.8,28.2,16,16,16,NA,16,35,10.6666666666667
"743",8,2023,"Minnesota","Iowa","Away",401520338,"Big Ten","fbs","Big Ten","fbs",12,10,"30.5","30.5","30.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1940.5,12.6666666666667,23,132.833333333333,1,1.16666666666667,40.6666666666667,180.5,1.33333333333333,313.333333333333,0.166666666666667,1.33333333333333,19.6666666666667,13.6666666666667,5.33333333333333,1.5,1.66666666666667,3,29.5,-8.5,-8.5,-8.5,NA,-8.5,10,16
"744",9,2023,"Minnesota","Michigan State","Home",401520354,"Big Ten","fbs","Big Ten","fbs",27,12,"41.0","40","41.5",NA,2125,10,25,126,0,0,45,113,0,239,0,0,12,18,4,0,0,7,58,1966.85714285714,12.2857142857143,23.2857142857143,131.857142857143,0.857142857142857,1,41.2857142857143,170.857142857143,1.14285714285714,302.714285714286,0.142857142857143,1.14285714285714,18.5714285714286,14.2857142857143,5.14285714285714,1.28571428571429,1.42857142857143,3.57142857142857,33.5714285714286,-2,-1,-2.5,NA,-1.83333333333333,12,-8.5
"745",10,2023,"Minnesota","Illinois","Home",401520370,"Big Ten","fbs","Big Ten","fbs",26,27,"44.0","43",NA,"44.5",2175,14,22,200,1,1,50,200,2,400,2,3,24,13,6,0,0,3,35,1992.875,12.5,23.125,140.375,0.875,1,42.375,174.5,1.25,314.875,0.375,1.375,19.25,14.125,5.25,1.125,1.25,3.5,33.75,9,10,NA,8.5,9.16666666666667,27,-1.83333333333333
"746",11,2023,"Minnesota","Purdue","Away",401520395,"Big Ten","fbs","Big Ten","fbs",30,49,"48.5","45.5",NA,"48.5",1702,11,22,167,3,0,35,93,0,260,1,1,16,12,3,1,2,2,10,1960.55555555556,12.3333333333333,23,143.333333333333,1.11111111111111,0.888888888888889,41.5555555555556,165.444444444444,1.11111111111111,308.777777777778,0.444444444444444,1.33333333333333,18.8888888888889,13.8888888888889,5,1.11111111111111,1.33333333333333,3.33333333333333,31.1111111111111,30.5,33.5,NA,30.5,31.5,26,9.16666666666667
"747",12,2023,"Minnesota","Ohio State","Away",401520415,"Big Ten","fbs","Big Ten","fbs",3,37,"51.5","49",NA,"51.5",1723,18,42,292,3,0,27,115,0,407,0,0,21,14,4,2,2,2,19,1936.8,12.9,24.9,158.2,1.3,0.8,40.1,160.4,1,318.6,0.4,1.2,19.1,13.9,4.9,1.2,1.4,3.2,29.9,-11.5,-9,NA,-11.5,-10.6666666666667,30,31.5
"748",13,2023,"Minnesota","Wisconsin","Home",401520436,"Big Ten","fbs","Big Ten","fbs",14,28,"46.0","42",NA,NA,1718,11,19,89,0,1,29,70,0,159,1,2,10,12,3,0,0,1,15,1916.90909090909,12.7272727272727,24.3636363636364,151.909090909091,1.18181818181818,0.818181818181818,39.0909090909091,152.181818181818,0.909090909090909,304.090909090909,0.454545454545455,1.27272727272727,18.2727272727273,13.7272727272727,4.72727272727273,1.09090909090909,1.27272727272727,3,28.5454545454545,-4,0,NA,NA,-2,3,-10.6666666666667
"749",2,2023,"Mississippi State","Arizona","Home",401520205,"SEC","fbs","Pac-12","fbs",31,24,"60.0","60","60",NA,1862,20,29,227,2,0,39,298,3,525,0,0,23,11,5,1,2,1,15,1862,20,29,227,2,0,39,298,3,525,0,0,23,11,5,1,2,1,15,-5,-5,-5,NA,-5,NA,NA
